Latin Name,Common Name,Date,Year,Hectad,Monad,Grid reference in Irish Grid,Location,Location Name,Survey Name,Observation Key,Sensitive Species
Pilularia globulifera,Pillwort,1973,1973,V98,V9282,V92548266,"Killarney, Newfoundland Bay","Killarney, Newfoundland Bay",Pilularia globulifera,EIRE0001000001KC,
Pilularia globulifera,Pillwort,1973,1973,V98,V9181,V91508185,"Killarney, Oak Island","Killarney, Oak Island",Pilularia globulifera,EIRE0001000001KD,
Pilularia globulifera,Pillwort,1976,1976,L84,L8547,L850472,Glendollagh,Glendollagh,Pilularia globulifera,EIRE0001000001KE,
Pilularia globulifera,Pillwort,1977,1977,C01,C0618,C068183,,Lough Akibbon,Pilularia globulifera,EIRE0001000001KF,
Pilularia globulifera,Pillwort,1982,1982,L75,L7658,L765583,Lake Poulcappal,Lake Poulcappal,Pilularia globulifera,EIRE0001000001KG,
Pilularia globulifera,Pillwort,1982,1982,L84,L8449,L840490,Lough Derryclare,Lough Derryclare,Pilularia globulifera,EIRE0001000001KH,
Pilularia globulifera,Pillwort,1983,1983,M05,M0058,M0058,"Lough Mask, south west corner","Lough Mask, south west corner",Pilularia globulifera,EIRE0001000001KI,
Pilularia globulifera,Pillwort,1983,1983,M06,M0161,M015610,Lough Nafooey,Lough Nafooey,Pilularia globulifera,EIRE0001000001KJ,
Pilularia globulifera,Pillwort,1984,1984,L86,L8269,L825698,Lough Glencullin,Lough Glencullin,Pilularia globulifera,EIRE0001000001KK,
Pilularia globulifera,Pillwort,12/12/1987,1987,L74,L7547,L759479,Lake Ballynahinch,Lake Ballynahinch,Pilularia globulifera,EIRE0001000001KL,
Pilularia globulifera,Pillwort,1989,1989,L77,L7974,L795745,Lough Nahaltora,Lough Nahaltora,Pilularia globulifera,EIRE0001000001KM,
Pilularia globulifera,Pillwort,1994,1994,V98,V9384,V9384,"Killarney, Long Range","Killarney, Long Range",Pilularia globulifera,EIRE0001000001KN,
Pilularia globulifera,Pillwort,1994,1994,V98,V9082,V90018230,"Killarney, Robinson's Island","Killarney, Robinson's Island",Pilularia globulifera,EIRE0001000001KO,
Pilularia globulifera,Pillwort,29/09/1994,1994,V88,V8981,V89528150,"Killarney, Duck Island","Killarney, Duck Island",Pilularia globulifera,EIRE0001000001KP,
Pilularia globulifera,Pillwort,1994,1994,V98,V9081,V90698167,"Killarney, mouth of Galway River","Killarney, mouth of Galway River",Pilularia globulifera,EIRE0001000001KQ,
Pilularia globulifera,Pillwort,26/07/1994,1994,V88,V8882,V88928200,"Killarney, mouth of River Gearhameen","Killarney, mouth of River Gearhameen",Pilularia globulifera,EIRE0001000001KR,
Pilularia globulifera,Pillwort,29/09/1994,1994,V98,V9282,V92548266,"Killarney, Newfoundland Bay","Killarney, Newfoundland Bay",Pilularia globulifera,EIRE0001000001KS,
Pilularia globulifera,Pillwort,29/09/1994,1994,V98,V9181,V91508185,"Killarney, Oak Island","Killarney, Oak Island",Pilularia globulifera,EIRE0001000001KT,
Pilularia globulifera,Pillwort,04/08/1999,1999,M06,M0663,M068635,"Lough Mask, Gortmore","Lough Mask, Gortmore",Pilularia globulifera,EIRE0001000001KU,
Najas flexilis,Slender Naiad,10/08/1998,1998,C14,C1942,C192428,Kindrum (Lough),Lough Kindrum,Najas flexilis,EIRE0001000001KV,
Mertensia maritima,Oysterplant,23/06/1996,1996,C45,,,Details held by NPWS,,Mertensia maritima,EIRE0001000001KW,Yes
Mertensia maritima,Oysterplant,28/06/1996,1996,C04,,,Details held by NPWS,,Mertensia maritima,EIRE0001000001KX,Yes
Mertensia maritima,Oysterplant,22/06/1996,1996,C35,,,Details held by NPWS,,Mertensia maritima,EIRE0001000001KY,Yes
Mertensia maritima,Oysterplant,06/06/2004,2004,J20,,,Details held by NPWS,,Gymnocarpium robertianum,EIRE0001000001KZ,Yes
Mertensia maritima,Oysterplant,06/06/2004,2004,J20,,,Details held by NPWS,,Mertensia maritima,EIRE0001000001L0,Yes
Najas flexilis,Slender Naiad,1851,1851,L63,L6639,L663398,Namanawaun (Lough),Lough Namanawaun,Najas flexilis,EIRE0001000001L1,
Najas flexilis,Slender Naiad,1852,1852,L73,L7139,L717392,Creggduff (Lough),Lough Creggduff,Najas flexilis,EIRE0001000001L2,
Najas flexilis,Slender Naiad,1877,1877,V78,V7088,V7088,Caragh (Lough),"Lough Caragh, SE corner",Najas flexilis,EIRE0001000001L3,
Najas flexilis,Slender Naiad,1881,1881,L63,L6639,L663398,Namanawaun ( Lough ),Lough Namanawaun,Najas flexilis,EIRE0001000001L4,
Najas flexilis,Slender Naiad,1896,1896,V79,V7190,V717905,Caragh (Lough),Lough Caragh,Najas flexilis,EIRE0001000001L8,
Najas flexilis,Slender Naiad,1906,1906,V79,V7190,V717905,Caragh (Lough),Lough Caragh,Najas flexilis,EIRE0001000001LB,
Najas flexilis,Slender Naiad,1919,1919,B72,B7720,B775208,Ibby ( Lough ),Lough Ibby,Najas flexilis,EIRE0001000001LD,
Najas flexilis,Slender Naiad,1935,1935,L66,L6764,L673640,Rusheenduff (Lough),Lough Rusheenduff,Najas flexilis,EIRE0001000001LE,
Najas flexilis,Slender Naiad,1936,1936,L64,L6044,L6073444139,Anaserd (Lough),Lough Anaserd,Najas flexilis,EIRE0001000001LF,
Najas flexilis,Slender Naiad,1939,1939,G79,G7299,G720990,Clooney (Lough),Lough Clooney,Najas flexilis,EIRE0001000001LH,
Najas flexilis,Slender Naiad,1939,1939,C14,C1843,C180430,Kindrum (Lough),Lough Kindrum,Najas flexilis,EIRE0001000001LI,
Najas flexilis,Slender Naiad,1939,1939,B71,B7619,B761196,Mullaghderg (Lough),Lough Mullaghderg,Najas flexilis,EIRE0001000001LJ,
Najas flexilis,Slender Naiad,1955,1955,B72,B7720,B775208,Ibby ( Lough ),Lough Ibby,Najas flexilis,EIRE0001000001LK,
Najas flexilis,Slender Naiad,1957,1957,V86,V8164,V8164,Cloonee Lough Middle,Cloonee Lakes,Najas flexilis,EIRE0001000001LL,
Najas flexilis,Slender Naiad,1974,1974,L73,L7431,L749315,Nagerron (Lough),Lough Nagerron,Najas flexilis,EIRE0001000001LM,
Najas flexilis,Slender Naiad,1975,1975,L55,L5955,L593556,Barnahallia (Lough),Lough Barnahallia,Najas flexilis,EIRE0001000001LN,
Najas flexilis,Slender Naiad,1977,1977,C01,C0618,C068183,Akibbon (Lough),Lough Akibbon,Najas flexilis,EIRE0001000001LQ,
Najas flexilis,Slender Naiad,1977,1977,V79,V7190,V717905,Caragh (Lough),Lough Caragh,Najas flexilis,EIRE0001000001LT,
Najas flexilis,Slender Naiad,1977,1977,L75,L7858,L784584,Kylemore or Pollacappul (Lough),Lough Kylemore,Najas flexilis,EIRE0001000001LU,
Najas flexilis,Slender Naiad,1977,1977,L64,L6847,L683475,Nafeakle (Lough),Lough Nafeakle,Najas flexilis,EIRE0001000001LV,
Najas flexilis,Slender Naiad,1977,1977,L64,L6941,L694415,Nalawney (Lough),Lough Nalawney,Najas flexilis,EIRE0001000001LW,
Najas flexilis,Slender Naiad,1978,1978,L66,L6961,L692616,Tully (Lough),Lough Tully,Najas flexilis,EIRE0001000001LX,
Najas flexilis,Slender Naiad,1978,1978,G02,,G02,Dahybaun (Lough),Lough Dahybaun,Najas flexilis,EIRE0001000001LY,
Najas flexilis,Slender Naiad,01/08/1978,1978,G84,G8246,G828461,Glenade (Lough),Glenade,Najas flexilis,EIRE0001000001LZ,
Najas flexilis,Slender Naiad,1981,1981,G79,G7096,G700960,Seskinmore (Lough),Lough Seskinmore,Najas flexilis,EIRE0001000001M0,
Najas flexilis,Slender Naiad,1981,1981,C03,C0436,C040360,Sessiagh (Lough),Lough Sessiagh,Najas flexilis,EIRE0001000001M1,
Najas flexilis,Slender Naiad,1988,1988,L73,L7139,L717392,Creggduff (Lough),Lough Creggduff,Najas flexilis,EIRE0001000001M3,
Najas flexilis,Slender Naiad,1989,1989,C14,C1843,C180430,Kindrum (Lough),Lough Kindrum,Najas flexilis,EIRE0001000001M6,
Najas flexilis,Slender Naiad,1990,1990,C14,C1441,C1441,Nagreany (Lough),Lough Nagreany,Najas flexilis,EIRE0001000001M7,
Najas flexilis,Slender Naiad,1990,1990,B71,B7619,B761196,Mullaghderg (Lough),Lough Mullaghderg,Najas flexilis,EIRE0001000001M9,
Najas flexilis,Slender Naiad,1990,1990,C24,C2145,C2145,Shannagh (Lough),Lough Shannagh,Najas flexilis,EIRE0001000001MA,
Najas flexilis,Slender Naiad,1991,1991,C24,C2145,C2145,Shannagh (Lough),Lough Shannagh,Najas flexilis,EIRE0001000001MB,
Najas flexilis,Slender Naiad,1991,1991,C01,C0618,C068183,Akibbon (Lough),Lough Akibbon,Najas flexilis,EIRE0001000001MD,
Najas flexilis,Slender Naiad,1992,1992,L66,L6764,L673640,Rusheenduff (Lough),Lough Rusheenduff,Najas flexilis,EIRE0001000001ME,
Najas flexilis,Slender Naiad,08/09/1994,1994,V78,V7685,V761857,Acoose (Lough),Lough Acoose,Najas flexilis,EIRE0001000001ML,
Najas flexilis,Slender Naiad,27/07/1994,1994,V78,V7088,V7088,Caragh (Lough),"Lough Caragh, SE corner",Najas flexilis,EIRE0001000001MM,
Najas flexilis,Slender Naiad,18/10/1995,1995,L75,L7858,L784584,Kylemore or Pollacappul (Lough),Lough Kylemore,Najas flexilis,EIRE0001000001MO,
Najas flexilis,Slender Naiad,1996,1996,L83,L8030,L804307,an Chaolaigh (Lough),Loch an Chaolaigh,Najas flexilis,EIRE0001000001MP,
Najas flexilis,Slender Naiad,1997,1997,L73,L7431,L749315,Nagerron (Lough),Lough Nagerron,Najas flexilis,EIRE0001000001MQ,
Najas flexilis,Slender Naiad,1999,1999,L64,L6446,L6446,Emlaghnabehy (Lough),Lough Emlanabehy,Najas flexilis,EIRE0001000001MR,
Mentha pulegium,Pennyroyal,1804,1804,V79,,,Calnafersy,,Mentha pulegium,EIRE0001000001MT,Yes
Mentha pulegium,Pennyroyal,1895,1895,O23,,,Near Bailey Post Office,,Mentha pulegium,EIRE0001000001MU,Yes
Mentha pulegium,Pennyroyal,1999,1999,W34,,,Clonakilty Harbour,,Mentha pulegium,EIRE0001000001MV,Yes
Pseudorchis albida,Small-white Orchid,1802,1802,O10,,O10,Luggylaw,Luggylaw,Pseudorchis albida,EIRE0001000001MW,
Pseudorchis albida,Small-white Orchid,1804,1804,O12,,O12,,Three Rock Mountain,Pseudorchis albida,EIRE0001000001MX,
Pseudorchis albida,Small-white Orchid,1820,1820,O02,,O02,"Glenasmole, Kellys Glen","Glenasmole, Kellys Glen",Pseudorchis albida,EIRE0001000001MY,
Pseudorchis albida,Small-white Orchid,1845,1845,W68,,W68,Dunbullogue Glen,Dunbullogue Glen,Pseudorchis albida,EIRE0001000001MZ,
Pseudorchis albida,Small-white Orchid,1851,1851,M20,,M20,Burren,Burren,Pseudorchis albida,EIRE0001000001N0,
Pseudorchis albida,Small-white Orchid,1855,1855,V68,,V68,Lough Coomasaharn,Lough Coomasaharn,Pseudorchis albida,EIRE0001000001N1,
Pseudorchis albida,Small-white Orchid,1856,1856,S11,,S11,Ballymacarbery,Ballymacarbery,Pseudorchis albida,EIRE0001000001N2,
Pseudorchis albida,Small-white Orchid,1864,1864,R19,,R19,,Lisdoonvarna,Pseudorchis albida,EIRE0001000001N3,
Pseudorchis albida,Small-white Orchid,1866,1866,V88,,V88,,Gap of Dunloe,Pseudorchis albida,EIRE0001000001N4,
Pseudorchis albida,Small-white Orchid,1866,1866,V69,,V69,Rossbehy,Rossbehy,Pseudorchis albida,EIRE0001000001N5,
Pseudorchis albida,Small-white Orchid,1883,1883,L86,L8969,L8969,Glen Laur,Glen Laur,Pseudorchis albida,EIRE0001000001N6,
Pseudorchis albida,Small-white Orchid,1883,1883,C64,,C64,,Greencastle,Pseudorchis albida,EIRE0001000001N7,
Pseudorchis albida,Small-white Orchid,1883,1883,L86,,L86,Mweelrea,Mweelrea,Pseudorchis albida,EIRE0001000001N8,
Pseudorchis albida,Small-white Orchid,1885,1885,G74,,G74,Ben Whisken,Ben Whisken,Pseudorchis albida,EIRE0001000001N9,
Pseudorchis albida,Small-white Orchid,1885,1885,G74,,G74,Kings Mountain,Kings Mountain,Pseudorchis albida,EIRE0001000001NA,
Pseudorchis albida,Small-white Orchid,1885,1885,N30,N3509,N3509,"Slieve Blooms, Tinnehinch Bridge","Slieve Blooms, Tinnehinch Bridge",Pseudorchis albida,EIRE0001000001NB,
Pseudorchis albida,Small-white Orchid,1889,1889,V78,,V78,,"Glencar, Kerry",Pseudorchis albida,EIRE0001000001NC,
Pseudorchis albida,Small-white Orchid,1889,1889,W08,,W08,River Flesk to River Finnow,River Flesk to River Finnow,Pseudorchis albida,EIRE0001000001ND,
Pseudorchis albida,Small-white Orchid,1890,1890,V78,,V78,Caraghbeg River,Caraghbeg River,Pseudorchis albida,EIRE0001000001NE,
Pseudorchis albida,Small-white Orchid,1890,1890,W08,,W08,,Lough Guitane,Pseudorchis albida,EIRE0001000001NF,
Pseudorchis albida,Small-white Orchid,1890,1890,W08,,W08,River Flesk to River Finnow,River Flesk to River Finnow,Pseudorchis albida,EIRE0001000001NG,
Pseudorchis albida,Small-white Orchid,1891,1891,M20,,M20,Ballyvaughan,Ballyvaughan,Pseudorchis albida,EIRE0001000001NH,
Pseudorchis albida,Small-white Orchid,1891,1891,M16,,M16,Ballinrobe,Ballinrobe,Pseudorchis albida,EIRE0001000001NI,
Pseudorchis albida,Small-white Orchid,1892,1892,V68,,V68,Lough Coomasaharn,Lough Coomasaharn,Pseudorchis albida,EIRE0001000001NJ,
Pseudorchis albida,Small-white Orchid,1892,1892,R39,,R39,Glanquin,Glanquin,Pseudorchis albida,EIRE0001000001NK,
Pseudorchis albida,Small-white Orchid,1896,1896,S21,,S21,Comeraghs,Comeraghs,Pseudorchis albida,EIRE0001000001NL,
Pseudorchis albida,Small-white Orchid,1896,1896,M05,,M05,Mount Gable,Mount Gable,Pseudorchis albida,EIRE0001000001NM,
Pseudorchis albida,Small-white Orchid,1896,1896,R19,,R19,Kilmoon,Kilmoon,Pseudorchis albida,EIRE0001000001NN,
Pseudorchis albida,Small-white Orchid,1897,1897,M61,,M61,Dalystown,Dalystown,Pseudorchis albida,EIRE0001000001NO,
Pseudorchis albida,Small-white Orchid,1897,1897,S29,,S29,"Slieve Blooms, Glendine","Slieve Blooms, Glendine",Pseudorchis albida,EIRE0001000001NP,
Pseudorchis albida,Small-white Orchid,1897,1897,S29,,S29,"Slieve Blooms, Killeen River","Slieve Blooms, Killeen River",Pseudorchis albida,EIRE0001000001NQ,
Pseudorchis albida,Small-white Orchid,1898,1898,C11,,C11,Carnhill,Carnhill,Pseudorchis albida,EIRE0001000001NR,
Pseudorchis albida,Small-white Orchid,1898,1898,C24,,C24,Carrablagh,Carrablagh,Pseudorchis albida,EIRE0001000001NS,
Pseudorchis albida,Small-white Orchid,1898,1898,C02,,C02,Croaghroe,Croaghroe,Pseudorchis albida,EIRE0001000001NT,
Pseudorchis albida,Small-white Orchid,1898,1898,C24,,C24,,Fanet,Pseudorchis albida,EIRE0001000001NU,
Pseudorchis albida,Small-white Orchid,1898,1898,B72,,B72,"Kincashlough, near signal tower","Kincashlough, near signal tower",Pseudorchis albida,EIRE0001000001NV,
Pseudorchis albida,Small-white Orchid,1898,1898,C22,,C22,Leck,Leck,Pseudorchis albida,EIRE0001000001NW,
Pseudorchis albida,Small-white Orchid,1898,1898,C12,,C12,"Lough Fern, east side","Lough Fern, east side",Pseudorchis albida,EIRE0001000001NX,
Pseudorchis albida,Small-white Orchid,1898,1898,C12,,C12,Lough Glen,Lough Glen,Pseudorchis albida,EIRE0001000001NY,
Pseudorchis albida,Small-white Orchid,1898,1898,B91,,B91,Poisoned Glen,Poisoned Glen,Pseudorchis albida,EIRE0001000001NZ,
Pseudorchis albida,Small-white Orchid,1898,1898,C24,,C24,Seven Arches,Seven Arches,Pseudorchis albida,EIRE0001000001O0,
Pseudorchis albida,Small-white Orchid,1898,1898,G98,,G98,Thrushbank Bridge,"Left (eastern) bank of River Eske above,",Pseudorchis albida,EIRE0001000001O1,
Pseudorchis albida,Small-white Orchid,1898,1898,C33,,C33,Buncrana,Buncrana,Pseudorchis albida,EIRE0001000001O2,
Pseudorchis albida,Small-white Orchid,1898,1898,L95,,L95,Ben Leir,Ben Leir,Pseudorchis albida,EIRE0001000001O3,
Pseudorchis albida,Small-white Orchid,1898,1898,C14,,C14,Rossgull,Rossgull,Pseudorchis albida,EIRE0001000001O4,
Pseudorchis albida,Small-white Orchid,1898,1898,S07,,S07,Devil's Bit,Devil's Bit,Pseudorchis albida,EIRE0001000001O5,
Pseudorchis albida,Small-white Orchid,1898,1898,O11,,O11,,Glencree,Pseudorchis albida,EIRE0001000001O6,
Pseudorchis albida,Small-white Orchid,1898,1898,G86,,G86,Templecarn and Ballyshannon hills,Templecarn and Ballyshannon hills,Pseudorchis albida,EIRE0001000001O7,
Pseudorchis albida,Small-white Orchid,1899,1899,L85,,L85,Benwee,Benwee,Pseudorchis albida,EIRE0001000001O8,
Pseudorchis albida,Small-white Orchid,1899,1899,G73,,G73,Lough Gill,Lough Gill,Pseudorchis albida,EIRE0001000001O9,
Pseudorchis albida,Small-white Orchid,1899,1899,G62,,G62,,Ballysadare,Pseudorchis albida,EIRE0001000001OA,
Pseudorchis albida,Small-white Orchid,1899,1899,V88,,V88,"Killarney, Upper Lake","Killarney, Upper Lake",Pseudorchis albida,EIRE0001000001OB,
Pseudorchis albida,Small-white Orchid,1900,1900,M51,,M51,St Clerans,St Clerans,Pseudorchis albida,EIRE0001000001OC,
Pseudorchis albida,Small-white Orchid,1900,1900,W25,,W25,Dunmanway,Dunmanway,Pseudorchis albida,EIRE0001000001OD,
Pseudorchis albida,Small-white Orchid,1900,1900,H71,H7316,H7316,Creeve Lakes,Creeve Lakes,Pseudorchis albida,EIRE0001000001OE,
Pseudorchis albida,Small-white Orchid,1900,1900,V87,,V87,Owenreagh River,Owenreagh River,Pseudorchis albida,EIRE0001000001OF,
Pseudorchis albida,Small-white Orchid,1900,1900,V77,,V77,Lough Brin,Lough Brin,Pseudorchis albida,EIRE0001000001OG,
Pseudorchis albida,Small-white Orchid,1901,1901,R18,,R18,Ennistymon,Ennistymon,Pseudorchis albida,EIRE0001000001OH,
Pseudorchis albida,Small-white Orchid,1903,1903,V78,,V78,,Glencar,Pseudorchis albida,EIRE0001000001OI,
Pseudorchis albida,Small-white Orchid,1903,1903,G89,,G89,Glenties,Glenties,Pseudorchis albida,EIRE0001000001OJ,
Pseudorchis albida,Small-white Orchid,1903,1903,W08,W0881,W0881,,Loo Bridge,Pseudorchis albida,EIRE0001000001OK,
Pseudorchis albida,Small-white Orchid,1904,1904,V69,,V69,Rossbehy to Caragh Creeks,Rossbehy to Caragh Creeks,Pseudorchis albida,EIRE0001000001OL,
Pseudorchis albida,Small-white Orchid,1904,1904,V96,,V96,East of Sheen Falls,East of Sheen Falls,Pseudorchis albida,EIRE0001000001OM,
Pseudorchis albida,Small-white Orchid,1913,1913,M20,,M20,Ballyvaughan,Ballyvaughan,Pseudorchis albida,EIRE0001000001ON,
Pseudorchis albida,Small-white Orchid,1918,1918,O11,,O11,,Glencree,Pseudorchis albida,EIRE0001000001OO,
Pseudorchis albida,Small-white Orchid,1923,1923,O10,,O10,Oldbridge bog,Oldbridge bog,Pseudorchis albida,EIRE0001000001OP,
Pseudorchis albida,Small-white Orchid,1925,1925,O01,,O01,Inchavore River,Inchavore River,Pseudorchis albida,EIRE0001000001OQ,
Pseudorchis albida,Small-white Orchid,1925,1925,O10,,O10,"Lough Dan, west side","Lough Dan, west side",Pseudorchis albida,EIRE0001000001OR,
Pseudorchis albida,Small-white Orchid,1928,1928,O10,,O10,Glenmacnass,Glenmacnass,Pseudorchis albida,EIRE0001000001OS,
Pseudorchis albida,Small-white Orchid,1931,1931,N90,,N90,"Lockstown Bridge, King's River, Co. Wicklow",Lockstown Bridge,Pseudorchis albida,EIRE0001000001OT,
Pseudorchis albida,Small-white Orchid,1933,1933,O01,,O01,Athdown-Ballysmuttan,Athdown-Ballysmuttan,Pseudorchis albida,EIRE0001000001OU,
Pseudorchis albida,Small-white Orchid,1934,1934,G83,,G83,O'Rourkes Table,O'Rourkes Table,Pseudorchis albida,EIRE0001000001OV,
Pseudorchis albida,Small-white Orchid,1937,1937,O10,,O10,Glenmacnass,Glenmacnass,Pseudorchis albida,EIRE0001000001OW,
Pseudorchis albida,Small-white Orchid,1945,1945,R82,R8425,R8425,Slieve Cushnabinnia,Slieve Cushnabinnia,Pseudorchis albida,EIRE0001000001OX,
Pseudorchis albida,Small-white Orchid,1952,1952,M11,,M11,Black Head/Poulsallagh complex,Black Head,Pseudorchis albida,EIRE0001000001OY,
Pseudorchis albida,Small-white Orchid,1952,1952,M23,,M23,Lough Ballycuirke,Lough Ballycuirke,Pseudorchis albida,EIRE0001000001OZ,
Pseudorchis albida,Small-white Orchid,1956,1956,G85,,G85,Kinlough,Kinlough,Pseudorchis albida,EIRE0001000001P0,
Pseudorchis albida,Small-white Orchid,1957,1957,O02,,O02,"Glenasmole, Kellys Glen","Glenasmole, Kellys Glen",Pseudorchis albida,EIRE0001000001P1,
Pseudorchis albida,Small-white Orchid,1970,1970,H02,H0328,H0328,Corleckagh,Corleckagh,Pseudorchis albida,EIRE0001000001P2,
Pseudorchis albida,Small-white Orchid,1979,1979,B72,,B72,"Kincashlough, near signal tower","Kincashlough, near signal tower",Pseudorchis albida,EIRE0001000001P3,
Pseudorchis albida,Small-white Orchid,1986,1986,R87,R8470,R8470,Silvermines,Silvermines,Pseudorchis albida,EIRE0001000001P4,
Pseudorchis albida,Small-white Orchid,1989,1989,G73,G7033,G701338,"Cairn's Hill, Co. Sligo",Cairn's Hill,Pseudorchis albida,EIRE0001000001P5,
Pseudorchis albida,Small-white Orchid,1989,1989,G73,G7636,G760365,Lough Anelteen,Lough Anelteen,Pseudorchis albida,EIRE0001000001P6,
Pseudorchis albida,Small-white Orchid,1989,1989,G94,G9349,G930490,Rossinver,Rossinver,Pseudorchis albida,EIRE0001000001P7,
Pseudorchis albida,Small-white Orchid,1990,1990,C12,C1220,C122202,Clonkilly Beg,Clonkilly Beg,Pseudorchis albida,EIRE0001000001P8,
Pseudorchis albida,Small-white Orchid,12/06/1991,1991,G73,G7435,G745356,Mullaghgar,Mullaghgar,Pseudorchis albida,EIRE0001000001P9,
Pseudorchis albida,Small-white Orchid,1991,1991,G73,G7535,G750350,Ballynamona,Ballynamona,Pseudorchis albida,EIRE0001000001PA,
Pseudorchis albida,Small-white Orchid,1991,1991,G71,G7610,G760100,Bricklieve Mountains,Bricklieve Mountains,Pseudorchis albida,EIRE0001000001PB,
Pseudorchis albida,Small-white Orchid,1991,1991,G83,G8137,G812379,Curraghan,Curraghan,Pseudorchis albida,EIRE0001000001PC,
Pseudorchis albida,Small-white Orchid,1991,1991,G81,G8313,G830130,Highwood,Highwood,Pseudorchis albida,EIRE0001000001PD,
Pseudorchis albida,Small-white Orchid,1991,1991,G73,G7636,G760365,Lough Anelteen,Lough Anelteen,Pseudorchis albida,EIRE0001000001PE,
Pseudorchis albida,Small-white Orchid,12/07/1991,1991,S07,S0674,S0674,Kilduff,Kilduff,Pseudorchis albida,EIRE0001000001PF,
Pseudorchis albida,Small-white Orchid,28/06/1991,1991,R82,R8425,R8425,Slieve Cushnabinnia,Slieve Cushnabinnia,Pseudorchis albida,EIRE0001000001PG,
Pseudorchis albida,Small-white Orchid,1993,1993,L76,,L76,Little Killary,Little Killary,Pseudorchis albida,EIRE0001000001PH,
Pseudorchis albida,Small-white Orchid,1993,1993,G83,G8137,G812379,Curraghan,Curraghan,Pseudorchis albida,EIRE0001000001PI,
Pseudorchis albida,Small-white Orchid,1993,1993,G83,G8237,G827374,Moreragh,Moreragh,Pseudorchis albida,EIRE0001000001PJ,
Pseudorchis albida,Small-white Orchid,21/06/1991,1991,R87,R8470,R8470,Silvermines,Silvermines,Pseudorchis albida,EIRE0001000001PK,
